iter	Logloss
228	0.0002567541061
229	0.0002567459797
230	0.0002567505943
231	0.0002567464936
232	0.0002567445343
233	0.0002567398447
234	0.0002567226389
235	0.0002567210436
236	0.0002567141484
237	0.000256720701
238	0.000256720701
239	0.0002567077244
240	0.0002567171463
241	0.0002567171463
242	0.000256711279
243	0.0002567078528
244	0.0002567114824
245	0.0002567090841
246	0.0002566992767
247	0.0002566949726
248	0.000256693934
249	0.0002566894158
250	0.0002566801437
251	0.0002566842872
252	0.0002566787518
253	0.0002566790623
254	0.0002566839512
255	0.0002566678482
256	0.0002566678482
257	0.000256670739
258	0.000256670739
259	0.000256670739
260	0.0002566693578
261	0.0002566587944
262	0.0002566587944
263	0.0002566560534
264	0.0002566560534
265	0.0002566488264
266	0.0002566472311
267	0.0002566472311
268	0.0002566453681
269	0.0002566453681
270	0.0002566394901
271	0.0002566495758
272	0.0002566390939
273	0.0002566352502
274	0.0002566402181
275	0.0002566297362
276	0.0002566252393
277	0.0002566295649
278	0.0002566186225
279	0.0002566088473
280	0.0002566174769
281	0.0002566120486
282	0.0002566120486
283	0.0002566084511
284	0.0002566043314
285	0.0002566049952
286	0.0002565984106
287	0.0002565977789
288	0.0002565957874
289	0.0002565862263
290	0.0002565771255
291	0.0002565771255
292	0.0002565834853
293	0.0002565796951
294	0.000256579042
295	0.0002565809371
296	0.0002565710548
297	0.0002565708834
298	0.0002565707335
299	0.0002565654658
300	0.0002565652517
301	0.0002565668042
302	0.0002565573245
303	0.0002565573995
304	0.0002565586308
305	0.0002565509005
306	0.0002565509005
307	0.0002565462537
308	0.0002565397012
309	0.0002565408682
310	0.0002565408682
311	0.0002565408682
312	0.0002565408682
313	0.0002565324098
314	0.0002565314462
315	0.0002565298188
316	0.0002565230307
317	0.0002565230307
318	0.0002565180842
319	0.0002565138443
320	0.0002565138443
321	0.0002565108785
322	0.0002565108785
323	0.0002565072061
324	0.0002565072061
325	0.0002565042296
326	0.0002565042296
327	0.0002565005465
328	0.0002565005465
329	0.000256496949
330	0.0002564958075
331	0.0002564923706
332	0.000256486075
333	0.000256478334
334	0.0002564714175
335	0.0002564723811
336	0.0002564695759
337	0.0002564695759
338	0.0002564695759
339	0.0002564758394
340	0.0002564645651
341	0.0002564605501
342	0.0002564557963
343	0.0002564568134
344	0.0002564500467
345	0.0002564475776
346	0.0002564442478
347	0.0002564478346
348	0.0002564426311
349	0.0002564333376
350	0.0002564339907
351	0.0002564339907
352	0.0002564303611
353	0.0002564313568
354	0.00025642383
355	0.0002564214316
356	0.0002564183481
357	0.0002564126307
358	0.0002564079946
359	0.0002564106285
360	0.0002564118705
361	0.0002564091617
362	0.0002564091617
363	0.0002564005962
364	0.0002563960352
365	0.0002563979838
366	0.0002563893862
367	0.0002563893862
368	0.0002563945255
369	0.0002563945255
370	0.0002563945255
371	0.0002563946112
372	0.0002563946112
373	0.0002563915704
374	0.0002563896539
375	0.0002563881764
376	0.0002563819664
377	0.0002563828403
378	0.0002563828403
379	0.0002563776582
380	0.0002563790179
381	0.000256375838
382	0.000256375838
383	0.000256375838
384	0.000256375838
385	0.000256375838
386	0.000256375838
387	0.000256375838
388	0.0002563799923
389	0.0002563793606
390	0.0002563793606
391	0.0002563793606
392	0.0002563750029
393	0.0002563750029
394	0.0002563750029
395	0.0002563750029
396	0.0002563750029
397	0.0002563750029
398	0.0002563743926
399	0.0002563731078
400	0.0002563731078
401	0.00025637102
402	0.0002563618764
403	0.0002563644781
404	0.0002563572189
405	0.0002563572189
406	0.0002563572189
407	0.0002563572189
408	0.0002563572189
409	0.0002563579577
410	0.0002563610948
411	0.0002563610948
412	0.0002563504844
413	0.0002563561054
414	0.0002563553774
415	0.0002563553774
416	0.0002563553774
417	0.0002563481396
418	0.0002563523218
419	0.0002563523218
420	0.0002563523218
421	0.0002563463688
422	0.0002563467716
423	0.0002563467716
424	0.000256345187
425	0.0002563369427
426	0.0002563369427
427	0.0002563357543
428	0.0002563357543
429	0.0002563357543
430	0.0002563357543
431	0.0002563357543
432	0.0002563357543
433	0.0002563404224
434	0.0002563354224
435	0.0002563273923
436	0.0002563313752
437	0.0002563298441
438	0.0002563298441
439	0.0002563264822
440	0.0002563229811
441	0.0002563229811
442	0.0002563229811
443	0.0002563233344
444	0.0002563237734
445	0.0002563206791
446	0.0002563141908
447	0.000256317435
448	0.0002563144157
449	0.0002563144157
450	0.0002563144157
451	0.0002563144157
452	0.0002563144157
453	0.0002563144157
454	0.0002563118353
455	0.0002563118353
456	0.0002563118353
457	0.0002563170709
458	0.0002563170709
459	0.0002563170709
460	0.0002563170709
461	0.0002563006575
462	0.0002563034626
463	0.0002563086019
464	0.0002563086019
465	0.0002563086019
466	0.0002563093514
467	0.0002563093514
468	0.0002563093514
469	0.0002563011714
470	0.0002563007645
471	0.0002563007645
472	0.0002562938265
473	0.0002562933233
474	0.0002562933233
475	0.0002562933233
476	0.0002562892869
477	0.0002562892869
478	0.0002562934732
479	0.0002562882697
480	0.0002562882697
481	0.0002562882697
482	0.0002562882697
483	0.0002562882697
484	0.0002562885267
485	0.0002562872954
486	0.0002562872954
487	0.0002562872954
488	0.0002562752717
489	0.0002562783981
490	0.0002562783981
491	0.0002562783981
492	0.0002562783981
493	0.00025627964
494	0.00025627964
495	0.00025627964
496	0.0002562658283
497	0.0002562658283
498	0.0002562692973
499	0.0002562692973
